5000
order_Apterygiformes,flacourtia_family
family_Cercidiphyllaceae,German_bee
canary_grass,personal_digital_assistant
wood_poppy,kinase
genus_Aetobatus,harp
truck_driver,concealment
subthalamic_nucleus,family_Lycopodiaceae
round-bottom_flask,hooded_sheldrake
pier_arch,borrower's_card
girlfriend,blue_false_indigo
sergeant_major,gravimetric_analysis
amber,O.K.
French_blue,Book_of_Joshua
Hindu_calendar_month,sodium_hydrogen_carbonate
Solanum_rostratum,Tsuga_caroliniana
leeway,objurgation
bookmaker,bullet_train
forestry,abiogenist
capital_of_Malaysia,hyaena
Spenserian_stanza,Admiralty_Range
preference_shares,tuck_shop
rearing,Plath
genus_Protium,TSH
paste-up,Sir_Matthew_Flinders
coxcomb,Desyrel
Lipo-Lutin,capital_of_Gabon
speech_perception,mousse
aborigine,custody_battle
Asparagaceae,septicemic_plague
genus_Trinectes,Tirich_Mir
kegful,Chamaeleonidae
Vithar,tuft
airmailer,early-morning_hour
Decius,ethical_code
gumbo_soil,foram
cataphatism,Linux
clip_artist,genus_Stenopterygius
galbulus,myotactic_reflex
suborder_Prosauropoda,Galleria
wangle,Magnoliidae
boniness,genus_Aureolaria
switch_grass,coelenterate
family_Squalidae,Logania
riddle_canon,mint_julep
kinaesthesis,Erastianism
steam_bath,heather_bell
blood_disease,white_rhinoceros
beeswax,oligodendrocyte
lookout_station,cinnamon_bread
stock_option,medicine_chest
service_stripe,Serra
dissolving,seal_ring
file_name,machilid
munja,antitrade_wind
Ljubljana,radar_dome
Tobin,sylvine
somataesthesis,Dorothy_Dix
solar_parallax,identity_element
Humulus_japonicus,Roccella_tinctoria
buck's_fizz,Charles_Edouard_Jeanneret
Stylomecon_heterophyllum,fool
Anas_clypeata,Astilbe_chinensis_pumila
adenosine,genus_Charina
pock,comparative
order_Santalales,readmission
family_Salviniaceae,sergeant
Otto_I,Wash.
addax,Jordanella
Ajuga_genevensis,Cancer_the_Crab
visit,gray_matter
pitman,Plesiosauria
divorce,rights_offering
replenishment,barycenter
Ximenesia_encelioides,Transfiguration
Fregatidae,mountain_fern
herpes_varicella_zoster,rose-root
mitral_stenosis,diorama
roguishness,windup
wink,Calla_palustris
presumption,digital_plethysmograph
chronological_sequence,Grant_Wood
Caesaropapism,aunty
Chlamydera_nuchalis,curfew
natural,high-muck-a-muck
purchase_agreement,outercourse
Gillette,Persian_walnut
trimer,Woodrow_Charles_Herman
mons_veneris,prince's_pine
systematism,Blechnaceae
swag,treenail
Trialeurodes_vaporariorum,erectile_organ
bawbee,dumbass
Port_Moresby,cottage
Diapsida,cullender
interference_fringe,salt_pork
periwinkle_plant_derivative,determinist
crew_neckline,cantus_firmus
nauch,genus_Linaria
Hogg,Mesa_Verde_National_Park
Jimmy_Stewart,birthplace
high_jump,safety_razor
container,bastardization
histocompatibility,erogenous_zone
Hibiscus_heterophyllus,grumbling
compact_disc_recordable,telephone_receiver
phlegm,audio
alpha_wave,kindling
spring_vetch,Biro
test_ban,genus_Suksdorfia
Holocephali,Luigi_Pirandello
tin_opener,dissolution
Cayuga_Lake,unperceptiveness
welfare_case,fructose
Dolichos_biflorus,folium
butcherbird,fugleman
laminate,possessor
Diplococcus_pneumoniae,arytenoid
bailor,omega-3
Didion,Acanthopterygii
specimen_bottle,loveseat
dishwashing_liquid,decompression_sickness
cyanamide,imperial_moth
atrioventricular_bundle,Triticum_aestivum
Selaginellaceae,retrograde_amnesia
space,lettre_de_cachet
Lord_Rayleigh,femtosecond
order_Carnivora,family_Burhinidae
urbanization,archaeologist
Sabbatia_campestris,deviationist
bling_bling,Central_Africa
stinter,Zithromax
order_Podicipediformes,Walter_John_de_la_Mare
Urubupunga_Falls,peach_melba
suppuration,wedding_anniversary
business_data_processing,Greater_London
genus_Trichecus,tenor_drum
lumbering,editorial
millionairess,sulfapyridine
star_apple,chimpanzee
importing,farmplace
audio_system,plummet
Marcus_Tullius_Cicero,yellow_twining_snapdragon
beaked_whale,Eucharistic_liturgy
methylene_radical,omnirange
blackberry-lily,Aphrophora
transit_instrument,grammatical_relation
inferior_thyroid_vein,jambosa
pianissimo,devil_dog
Villard,sulcus
Peziza_coccinea,freestone
centare,Peter_Tchaikovsky
plume,Quercus_prinus
Irvingia,yeti
screen_door,hepatocellular_carcinoma
autosomal_dominant_disease,Charles_Lutwidge_Dodgson
chinkapin_oak,graft
bilharziasis,proctocele
multiple_correlation_coefficient,Hudson_Hoagland
War_of_the_Roses,Emily_Price_Post
Jackson,Leishmania
Martin_Cline,Microtus_ochrogaster
honoree,Erik_Adolf_von_Willebrand
Pimlico,light
territorial_division,rose_window
lager,fire_tower
interior_decorator,manroot
Chameleon,Dachau
founding,order_Dermoptera
Stein,money_belt
sheep's_fescue,order_Coccidia
order_Tuberales,First_Epistle_of_John
chasteness,invigoration
Bursera_simaruba,iron_collar
niff,corticospinal_tract
Order,kniphofia
software,genus_Colinus
plane_tree,Qum
dorsal_horn,crotonbug
step-up,Trinidad
Kentuckian,corporatist
Laportea_canadensis,Anobiidae
trigeminal,plant_structure
roof,coadjutor
Vigna_sesquipedalis,plane_geometry
North_American_country,isarithm
sick,fossa_cat
barrack,Dindymene
Abronia_elliptica,variable_star
fender,Cordarone
loggerhead_shrike,inclusion
tit-tat-toe,defenestration
multiversity,family_Acaridae
laconicism,GHz
Jean_Piaget,rickets
garden_centipede,falafel
Digitalis_purpurea,white_cypress_pine
genus_Helianthus,chaparral_mallow
Amor,genus_Stylophorum
Kronecker,icefall
sticky_end,family_Meliphagidae
Spitzbergen,treasure_house
superordinate_word,dacite
plateletpheresis,athletic_type
Eumeces_callicephalus,modernity
car_traffic,fade
mountain_ebony,atomic_warhead
glanders,dray_horse
ejection_seat,dwarf_sumac
acute_kidney_failure,tree_sparrow
Hydromyinae,red_laver
Saint_Anthony's_fire,Mobula_hypostoma
Pueraria,jellyroll
genus_Platichthys,son
Peromyscus_leucopus,technical_sergeant
Hank_Aaron,indinavir
rechauffe,overexploitation
carryall,ecchymosis
kabbalah,wine_taster
Penstemon_centranthifolius,ring-stalked_fungus
Sir_Sarvepalli_Radhakrishnan,Persea_Americana
discussion_section,dictatorship
dressed_ore,Bittacidae
radial_velocity,Hale
cascade_everlasting,Damkina
spiracle,forensics
tupek,Chamaecyparis_lawsoniana
oil_rig,Doris
time_period,pigment
nomination,aquatics
United_States_Marines,spinal_canal
bass_fiddle,polytechnic
mobile,marrowbone
miser,vancomycin
tape_measure,Ctenocephalides
Upper-Normandy,sedimentation_rate
kinglet,Zalophus_californianus
night_jasmine,pond-apple_tree
vambrace,non-volatile_storage
while,Navy_SEAL
representational_process,Flammulina
desirableness,subarachnoid_space
Biblical_Aramaic,365_days
locum,immunoglobulin_G
Strait_of_Gibraltar,fixation
generalized_anxiety_disorder,importee
Ida_Tarbell,opossum_wood
western_big-eared_bat,fire
win,class_Cyclosporeae
physics,pumpkin_ash
arista,sassaby
North,babushka
twenty-two_rifle,bogey
stander,octanedioic_acid
cotton_plant,unary_operation
Averell_Harriman,Pietism
pew,fly_gallery
Latin_cross,glossodynia_exfoliativa
central_body,cocktail_party
palladium,Verrazano-Narrows_Bridge
Anthoceropsida,Dracunculus
mosque,hard_sell
disinheritance,discomfited
Voyageurs_National_Park,pipe_dream
aster_family,eccentric
process_cheese,Bruckenthalia_spiculifolia
ullage,Mohs_scale
seaport,weber
street_urchin,genus_Livistona
coral_honeysuckle,large_poodle
federal_court,pellet
Sun_Myung_Moon,exponential_curve
scaly_polypore,boating
seaside_daisy,mushiness
naval_tactical_data_system,publishing_empire
subcontract,folding_door
anisogamy,drinking
Solanum_jasmoides,Sombrero
Ulmus_sarniensis,Salicornia_europaea
tintinnabulation,data_multiplexer
Edsel_Bryant_Ford,Holy_Sepulcher
saltbush,Caltha
subkingdom,Rebel
Stalinization,Halogeton_glomeratus
Martynia_annua,genus_Megalobatrachus
Tsushima,Thalassoma
dealing,family_Filariidae
negro_peach,Stictopelia
sticky_aster,Noah
birdseed_grass,International_Maritime_Organization
horsy_set,genus_Difflugia
genus_Ceratostomella,Jacques_Tati
ascendency,Stendhal
gluon,copperplate
breakfast,sanctum
sagamore,asynchrony
antisemitism,dead_drop
Garcinia_cambogia,cholla
swamp_milkweed,order_Isoetales
stone_root,witches'_broom
Kingston-upon_Hull,Tiberius_Claudius_Nero_Caesar_Augustus
Actiniaria,clean_slate
filmmaker,Trichomanes_reniforme
ArtsD,Recurvirostra
telephone_bill,firebrick
bait_casting,transient
genus_Nyssa,mineral_dressing
schmaltz,growth
genus_Cryptacanthodes,ground_water
field_of_operation,law_of_segregation
changefulness,porphyria
Rosmarinus,Saint_Dominic
Aneides_lugubris,thermos
titmouse,ABO_group
epithet,Pieris_japonica
sprayer,phonetician
laevulose,caste
Conrad_Aiken,blight_canker
geniculate_body,diarrhea
Coturnix_coturnix,running_shoe
class_Merostomata,bloodbath
Li,recurrent_fever
Saint_Francis_Xavier,sports_section
Khalsa,harmonic
house_sitter,Carduelis
benzyl_radical,arteritis
goldfields,tuberculoid_leprosy
binomial_theorem,acousma
Gebhard_Leberecht_von_Blucher,tabouret
Southey,haematocrit
modal_value,family_Discoglossidae
personal_manner,criminal_record
Rhabdoviridae,fractional_distillation
bulldog,plant_hopper
metaphase,digitiser
trade_deficit,geodesic_line
soft_glass,mayfly
dissidence,Venezia-Euganea
genus_Hedeoma,candidature
precipitate,church_bell
power_saw,tutu
breaker,Xylaria_polymorpha
tympanitis,Afrikaner
Joseph_Oliver,heliopause
genus_Carassius,polyglot
attar_of_roses,motley_fool
Stern,Fritillaria
Japan_Trench,Eurotium
license_plate,protea_family
haemopoiesis,charlatan
echinoderm_genus,binnacle
spume,Juggernaut
Karl_Friedrich_Gauss,vegetable_soup
colourlessness,soft_money
cotton_rat,side
Pansa,installment_debt
Inauguration_Day,rapport
quadrate,brail
mediant,Putin
donkeywork,Howard_Pyle
bonefish,anti-intellectual
nonappearance,Beaumont
European_Recovery_Program,ageratum
autosomal_dominant_disease,police_van
fuzee,caviar
hit_man,statics
planographic_printing,D.C.
social_stratification,showy_lady_slipper
citizens_committee,Henry_Steinway
brassie,Niobrara
ploy,alkyl
genus_Limulus,untrustiness
cow_pen,tape
duty_tour,classic_hemochromatosis
Zworykin,packing_plant
clay,costs
metaphor,confect
Iresine_reticulata,notational_system
hook_and_eye,shin_splints
verdin,product_introduction
Platycerium_alcicorne,doodly-squat
archipelago,genus_Centrolobium
detecting,foot
scrag,Carl_XVI_Gustav
pigboat,bottom_of_the_inning
thoroughness,Old_World_coral_snake
false_glottis,armyworm
military_issue,Crookes
human_botfly,pfannkuchen
gamma_acid,dallis_grass
pheasant_under_glass,stinking_hellebore
draining_board,penalization
Anthropoidea,Chisinau
Pasigraphy,butternut_tree
natural_science,Microstrobos
wood_file,gantry
Roy_Wilkins,gentleman-at-arms
quirk,sugar_apple
wheat_flour,Gallicanism
red_cent,Lepidium
replacement_cost,damn
occultation,day_bed
split-rail_fence,one_thousand
lens_hood,bubble_shell
optic_cup,Commelinales
Stephen_William_Hawking,severance
pseudovariola,directorate
genus_Basiliscus,poof
Kuwait_City,sirocco
Bosnia_and_Herzegovina,Mexican_beaded_lizard
genus_Harrisia,impertinence
arbitrager,occipital_gyrus
flexibility,Dolichonyx_oryzivorus
Mound_Builder,genus_Turritis
get,nail_polish
English_Revolution,entrance_money
assist,chocolate_cake
interplanetary_medium,epiphytic_plant
calcium_stearate,grid_metal
woodfern,Doctor_of_Optometry
encaustic,inquiring
instigant,verification
Chilean_flameflower,waltzer
family_Upupidae,plantigrade
fiftieth,Pleurobrachia
Rana_palustris,bicyclist
Belgian_Congo,Iran-Iraq_War
Boletus_zelleri,slowworm
Lubavitcher,peritonitis
bittersweet_nightshade,contraband
parental_quality,bilges
sacrilege,Asur
Palmales,solemnity
powderiness,slopseller
sanitary_code,naval_attache
family_Lactobacillaceae,black_cat
electronic_device,twofer
Oregon_alder,agnomen
redirect_examination,shrewishness
macadamia,genus_Nemophila
Garrick,cake
Cypripedium_montanum,lifter
blood_transfusion,straight
wild_chervil,Glenn_Miller
Smilax_rotundifolia,Victoria_Clafin_Woodhull
Lake_Ontario,hotness
David_O._Selznick,felly
apex,Melampodium
Amniota,Protea_mellifera
International_System,cricket_match
closed_chain,entombment
examination_paper,quoter
Kongfuze,order_Santalales
myxomycete,goldie's_wood_fern
alkaluria,nonsolid_colour
fairy_circle,Hideki_Yukawa
Emile,pisha_paysha
worshiper,blah
incorruptness,Rhododendron_californicum
Dean,lazaretto
State_of_Israel,mental_capacity
unsimilarity,gasworks
goby,enormity
anthrax,water_cart
unity,tree_fuchsia
policy_change,phlox_family
horsemanship,Charles_Ringling
genus_Leitneria,molarity
woolly_thistle,staunchness
analbuminemia,charlatan
Sophora_tetraptera,binary_digit
sherd,diddlysquat
betting_odds,selector_switch
fax,copulative
Ophiodontidae,trabecula
exegete,Lycopus_europaeus
film,leg_curling
back_country,Chadic
sonant,endorsement_in_blank
Schwann,solecism
sulfide,water-target
wight,introit
contraception,nuclear_energy
lake_dwelling,Polygala_alba
opinion,indie
subgenus,neural_structure
Dicrostonyx_hudsonius,prejudice
tabouret,druggist
dry_point,sampling_station
reflex,municipal_note
Solanum_jamesii,sedative-hypnotic_drug
ploughman,Ardisia_paniculata
Light_Within,metatarsal
landscape,triplet_code
social_climber,Floridian
red-flowered_silky_oak,Formicariidae
leucopenia,pennoncel
propanediol,observatory
Cyclamen_hederifolium,Rota
Parana,chelonian
Periploca,liberality
raisin-nut_cookie,fluting
Bluebeard,press_of_sail
counteroffensive,Eastern_Orthodox
olecranon_process,franklin
spare,Rupert_Brooke
free_love,duplicate
fleetness,Chamaecrista
Onopordum,hedeoma_oil
cubital_joint,on_tour
lava,military_march
water_jacket,farandole
puppeteer,rabbi
Clitocybe,bibliopolist
fire_insurance,Aleksandr_Solzhenitsyn
smart_card,Ziziphus
kakke_disease,charcoal_grey
end-plate,antiredeposition
Burgundy_wine,Schizopoda
houhere,evaporometer
Steganopus,curacao
Podicipedidae,artwork
fizgig,plentitude
free_morpheme,Herbert_Marcuse
family_Rachycentridae,out
digital_communications_technology,Hungarian_sauce
microtubule,disputation
no.,dilation
Amblyrhynchus_cristatus,Sian
tanker,genus_Recurvirostra
nuclear_engineering,Gomphrena
iodination,question
snakefish,Traverse_City
burrow,Fighting_Joe_Hooker
wild_plum_tree,Safaqis
canoe_birch,ultraviolet_radiation
family_Gryllidae,Office_of_Intelligence_Support
dodo,Palatine
domestic_sheep,Griselinia_littoralis
wild_tobacco,vitamin_B_complex
Teapot_Dome_scandal,spreading_fleabane
K2,potsherd
Japanese_cherry,soft-cover_book
genus_Mononychus,Francesco_Petrarca
larcener,Beguine
hospital_chaplain,paraquet
destructiveness,ram's_horn
grandchild,Kirkia
red-green_colour_blindness,metal_screw
Davy's_gray,maven
carcinoma_in_situ,common_morel
Montez,wedding_cake
nymph,exogenous_obesity
Anglo-American,electronic_instrument
tricolour_tube,liquidness
climb-down,capital_of_Argentina
freak,motorcycle
urochesia,rock_spikemoss
verticil,sampler
synopsis,swan-flower
lucubration,Nobel_prize
Saussurea_costus,twitch
highway_engineer,Syringa
cyanamid,leaf_lard
word-splitting,bitthead
wedge,power_module
Ali_Baba,meadow_vole
HFC,qintar
mutant_gene,Lycopsida
genus_Chelifer,Real_Irish_Republican_Army
one-hundred-millionth,Chrysothamnus
SACEUR,island_of_Guernsey
pound,gilt
crudites,pen_name
dealfish,optical_device
Show_Me_State,wangling
tricyclic_antidepressant_drug,naivety
hachure,Ptilonorhynchidae
long_whist,W._V._Quine
blubberer,diamond_wedding
Clement_XI,irradiation
loud_pedal,Etropus_rimosus
Barthold_George_Niebuhr,Paget's_disease
Bight_of_Benin,squawk
fauvist,Lexington_and_Concord
family_Hemerobiidae,Aplectrum_hyemale
potato_peelings,eyebrow
Moneses,azoimide
therm,litter
bog_kalmia,Blandfordia
planetesimal,sawbill
Oersted,satirist
family_Nummulitidae,candelabra
peacock_flower,genus_Xylomelum
Fifth_Avenue,chancroid
religiosity,drypis
pome,unction
Lent_lily,carbon_tetrachloride
Queen's_English,male_monarch
talking,Osmunda_regalis
fire_pit,side_judge
lingam,fission_bomb
immunogenicity,eared_grebe
Navaho,minor
flooring,Hoya_carnosa
Gallinago_gallinago_delicata,partial_abortion
agateware,self-direction
methenamine,biosafety_level_1
Mahgrib,Cotopaxi
cavalry,Pollachius_pollachius
bellwort,osteophyte
dogma,all-day_sucker
arbour,Aster_ericoides
Associate_in_Applied_Science,Sardinops
brass_knucks,phase_III
deputy_sheriff,Wisdom
buzz_saw,DoJ
xerophytic_plant,Roccus_saxatilis
Bartram_Juneberry,sectionalism
genus_Rhapis,reentry
genus_Ptloris,clearway
indigene,Sir_Walter_Norman_Haworth
Johannes_Vilhelm_Jensen,Palau
subfamily_Potoroinae,equaliser
wen,prion
Slovenia,family_Delphinidae
mountain_pine,Jordanian_monetary_unit
sheepskin,powder_horn
botulinum_toxin_A,grappling
ACE,Australian_lungfish
ball_field,trespass
Pearl_Sydenstricker_Buck,shote
diriment_impediment,zonule
Saxe-gothea_conspicua,Will_Rogers
runic_letter,cataplasm
atomic_power,age-related_macular_degeneration
sackcloth,genus_Tamandua
Doodia,tadpole_shrimp
Austin_Friar,bungee_cord
fire_alarm,Hypnos
capstone,rattler
Bologna_sausage,genus_Coelogyne
exteriorization,chalkpit
Lucania,banker's_acceptance
secretor,malignance
faqir,Black_Sea
sawpit,Palestine_Liberation_Organization
Stalinism,Trusteeship_Council
heaviness,transsexualism
Collinsonia_canadensis,the_Nazarene
white_basswood,tramp's_spurge
high-definition_television,Old_Ironsides
tsarina,toll_bridge
genus_Salpinctes,licensee
foster_care,food_waste
transposability,tramp's_spurge
constellation,sea_snail
hymenopteron,philistine
maidenhood,standard
class_Sporozoa,phylum_Echinodermata
vireo,hickory_pine
instrumental_conditioning,Lower_Egypt
Tipulidae,esteem
computer_memory_unit,judgement
genus_Eriosoma,Marie-Strumpell_disease
zealotry,Defense
letters_patent,charlatanism
Kissimmee,cephalothin
transfiguration,alum
Gemini_the_Twins,granduncle
Nidularia,biology_laboratory
nativist,Anabaptism
swamp_azalea,1st-class_mail
good_will,high-up
sphacelus,Lysimachia_nummularia
longleaf_pine,Hedysarum_boreale
mesocolon,phantasy_world
order_Marsupialia,Hilary_Rodham_Clinton
bean_weevil,parry
turboprop,Nairobi
dive-bombing,genus_Krigia
going_ashore,Stokowski
Bengal_light,matchbook
F._D._Roosevelt,Black_Hole_of_Calcutta
oculopharyngeal_muscular_dystrophy,Ranunculus
red_silk-cotton_tree,Kurt_Weill
block_plane,keratosis
Eucalyptus_maculata,hilarity
Tom_Paine,hypoglycemic_agent
Severn_River,mineralogist
midiron,dark_blue
genus_Eburophyton,borer
iguanid,home_rule
bondholder,Saint-Mihiel
Swiss_steak,Athyriaceae
Colorado_blue_spruce,midriff
dolly,rotary
Fasciola,total_heat
final_injunction,slanderer
Artemisia_gnaphalodes,Ringer_solution
selling_price,floating
Sacramento_River,arrest_warrant
solute,cavalcade
foldout,Castoroides
insecureness,fireweed
serum_albumin,motorcycle_cop
Roman_building,genus_Flammulina
gash,Athanasius
dissonance,Progressive_Party
hog_peanut,armorial_bearing
asthmatic,Lonicera_flava
champaign,langbeinite
secular_games,American_eagle
phlox,devil's_claw
free_agency,acknowledgment
Taricha_granulosa,moldboard
isarithm,Anser
flimflam,Lower_Paleolithic
Sus,neon_lamp
denotatum,John_Ruskin
Coleridge,archery
goner,menhir
Pygmy,cut
AUC,cattle_egret
contradistinction,Cynwulf
Harold_Harefoot,foster-sister
sensualness,fighting_cock
spermatic_cord,atomic_reactor
Piper_nigrum,fringed_orchid
Arnold_Palmer,flatbed
idol_worship,Hathaway
devise,beggarwoman
metaplastic_anemia,Lady_Peel
Darrow,family_Podocarpaceae
millenary,Cavia_porcellus
PIN,lying-in
national_income,cyanamide
nonmalignant_tumour,family_Alaudidae
Fringilla_coelebs,William_James_Durant
congress_boot,put-put
Cynoscion,bomb_calorimeter
withdrawer,digital_communications_technology
Muscardinus,Saragossa
sand_lizard,OD
Paraclete,genus_Chloroxylon
bun,macadamia_nut
parable,terahertz
groats,traffic_court
repute,Shakespeare
Barbarea_vulgaris,order_Conodontophorida
Verdun,family_Chytridiaceae
mascot,Juan_Ramon_Jimenez
agenesia,belittling
reproductive_memory,cyclohexanol
genus_Raffia,solicitorship
high_court,mailbag
Heliothis,bugleweed
shitting,John_Tradescant
Christian_Huygens,Digitalis_lutea
Molluga,chukka
warning_signal,worrier
Erinaceidae,juniper
ten-spot,Englishman
Catalina_Island,pouch
precentorship,catalase
Montezuma_II,genus_Montia
Egyptian_cotton,bulblet_bladder_fern
femtochemistry,paperbark_birch
ilk,scraper
Ovalipes,Picea_rubens
urban_sprawl,partitioning
seed_stock,Scientology
Kieslowski,mask
gastritis,genus_Linanthus
convenience_food,azido_radical
recliner,revoke
Constitution_State,genus_Eriogonum
partial_eclipse,West_Indian_jasmine
virgin's_bower,Umbellularia_californica
Philippine_Islands,genus_Procnias
Leslie_Howard,Parthenocissus_tricuspidata
line_of_fire,teaser
moiety,octopus
hummingbird_moth,net_income
ropedancer,culdoscope
anglerfish,UK
proenzyme,Myrica_cerifera
vine,table_lamp
Japanese_tree_lilac,sciaenid_fish
earth_goddess,Senor
educational_activity,Diodon
basophile,credit_union
Sequoiadendron_giganteum,Bungarus_fasciatus
Roma,wino
horse_manure,Tyndall
Buchenwald,ictodosaur
keratectasia,western_spadefoot
metamere,cheese_fondue
menses,Carpathians
electrometer,decanoic_acid
sparling,Omani_rial
anarthria,wet-bulb_thermometer
oosphere,forbidden_fruit
Bern,mortarboard
hauberk,roadhog
genus_Lachnolaimus,genus_Helichrysum
expatriate,venae_labiales_anteriores
mastiff,genus_Calopogon
manna,Poulenc
order_Scleroparei,boyhood
immunologist,polar_zone
Habakkuk,genus_Oncidium
squeaker,tussur
valour,ratification
underwriter,flytrap
Elmer_Reizenstein,Elaeagnaceae
light_ballast,E_region
Lake_Tanganyika,arteria_lingualis
pedophilia,blame
morning_glory,Pallas
amicus_curiae,company
starling,piping_crow-shrike
Sapphic_ode,talon
polar_zone,ma
nuisance_abatement,labyrinthodont
ordnance_store,dilleniid_dicot_family
rabbit-weed,State_of_Kuwait
itinerary,woolly_alder_aphid
natural_theology,malignant_neuroma
washout,polo_shirt
tortricid,Potorous
Dies_Irae,Gaspar
schnecken,Claudius_I
pickerel_weed,curly_endive
real_time,Asphodelaceae
Wheeling,austereness
dipstick,Epacris_purpurascens
Cryptobranchus,Upton_Sinclair
Palestine_National_Authority,ascription
corp,downheartedness
Arenaria_peploides,tank_top
faith_cure,wellbeing
respiratory_organ,nautch_dance
U.S._government,Paeoniaceae
behaviourist,Lipizzan
tracker,El_Libertador
public_library,taupe
Diplopoda,Charles_James_Fox
aorist,sax
Marshall_Plan,Coereba
Lebanese_monetary_unit,Palaemon_australis
transmitter,House_of_Tudor
Fagopyrum_esculentum,lime_hydrate
gridiron-tailed_lizard,head-shrinker
Defense_Department,adrenaline
Microtus_ochrogaster,cardia
West_Country,Castilian
tellurian,Cupressus_arizonica
limekiln,Fordhooks
Re,souffle
pork_roast,glove_compartment
Crataegus,lesser_yellowlegs
Gerard_Depardieu,Stephen_Sondheim
termination,fund-raising_drive
Japanese_snowbell,visualizer
systolic_pressure,golf_cap
Megatherium,Tropaeolum_peregrinum
biological_group,Gunnar_Myrdal
genus_Colutea,Vistula
hitman,adder's_fern
Melia_Azadirachta,Brunfelsia_americana
Holothuridae,phonograph
bill_of_review,fireguard
panel_discussion,pane_of_glass
Anthemis_tinctoria,Christmas_tree
church_service,family_Rhyniaceae
rattle_weed,Hydrophyllum_virginianum
V,fruit_tree
high-level_formatting,genus_Orycteropus
OIS,Kline
shipping_agent,codling
dakoity,three-day_measles
availableness,cordon
genus_Scorpaena,small-for-gestational-age_infant
incremental_cost,output-to-input_ratio
turtleneck_collar,tool_kit
distributed_fire,love-potion
Malta,Jamaica_honeysuckle
turd,South_Island
antisocial_personality_disorder,ECC
demand_feeding,particulate
garfish,HHS
cinque,meningioma
microeconomist,Caiman_sclerops
Iditarod_Trail_Dog_Sled_Race,have-not
frost_heaving,shinpad
family_Elapidae,cosmopolitan
gastroenterology,afterimage
Nyala,ivy_family
Rockford,stainer
expectancy,simple_mindedness
Coptic_Church,John_Hanning_Speke
Gaviiformes,Asheville
musculus_sphincter_ductus_pancreatici,securities_law
Akha,Kansa
Citizen_Genet,boogie-woogie
simultaneousness,lampshade
knife_edge,Grand_River
sensitive_fern,carbonyl_group
floater,squatness
operand,bandoneon
paging,stardom
genus_Oestrus,Republic_of_Equatorial_Guinea
sang-froid,Martin_Buber
Piaget,seller
tontine_insurance,construct
genus_Artocarpus,cheese_tray
logic_programming,headdress
maverick,dustbin
voting,ethanol
wax_figure,rusty_blackbird
pink_lady,Senna_marilandica
malaise,Eric_Arthur_Blair
word_sense,churidars
presentment,gullibility
coelenteron,poison_oak
crenate_leaf,army_engineer
Adolf_Loos,war_power
Paraclete,Red_Planet
Cherepovets,Anglicization
merrymaking,lotus_position
Sarcorhamphus_papa,Sverige
suborder_Otides,picture_tube
bellyband,pubic_louse
contemplative,Central_African_Republic
central_heating,farting
clambake,Aussie
Asperula_odorata,backup_man
foreplay,pencil
Proto-Indo_European,yaw
Firenze,sphericity
Sodom,nursery_school
salmonberry,Lutrinae
weigela,mattock
family_Treponemataceae,Severn_River
maravilla,factorial
Varuna,indeterminacy_principle
redbelly,affine_geometry
Oklahoma,examination
Irish_potato,Georges_Bizet
tar_paper,scoop
vitamin_B1,persuasion
Chicago,spelaeology
blemish,Malva_neglecta
