5000
caraway_seed_bread,salal
younker,bitter_orange
location,Meniscium
touchline,atelectasis
Leuciscus_leuciscus,isotope
Islamic_Party_of_Turkestan,beet_green
acetin,violet_family
Saek,covert
pluckiness,impureness
representative_sample,peal
Selenipedium,strudel
biogenesis,hyperpigmentation
whitewood,Henry_Beauclerc
snowdrift,Orthopristis_chrysopterus
septicemia,Mies_Van_Der_Rohe
Zygnema,swashbuckling
entremets,gumboil
Tropic_of_Capricorn,Jewish_rye
belted_ammunition,Doctor_of_Dental_Medicine
penitent,obduracy
DoT,monetary_unit
farm-place,antianxiety_agent
Eucinostomus,universe
rhythm,satori
Coffea_robusta,strip_lighting
active_immunity,excretory_organ
drawing_chalk,Arthur_Schopenhauer
bluing,patrikin
protagonism,Katsuwonus_pelamis
hard_cash,Lysimachia_ciliatum
Yuman,genus_Meleagris
Gossypium_hirsutum,allelomorph
blastodisc,Portuguese_man-of-war
dark_horse,mange
American_Labor_Party,Fahrenheit_scale
Golfo_de_Campeche,emeer
sergeant-at-law,historical_record
rich_man,trade_stoppage
boolean_operation,cementum
farkleberry,John_Edward_Masefield
intron,Wagon
thyroiditis,dodger
vignette,over-the-counter_medicine
cheapskate,intercession
Saxe-Coburg-Gotha,utricle
rinkhals,webbing_moth
bloodline,Pisces_the_Fishes
anole,straight-line_method_of_depreciation
potamogale,Seriola
Eriophyllum_lanatum,ski_cap
anxiousness,pine_mouse
Anastatica_hierochuntica,opportuneness
paradise_flower,peritonitis
remissness,sonic_barrier
feather_boa,safflower
tapis,solar_magnetic_field
research_staff,capital_of_Singapore
swastika,Superfund
Carlos,dual_scan_display
city_university,oxeye
power_module,reticuloendothelial_system
prairie_wolf,Particular_Baptist
Tarquin,Islamic_calendar_month
rune,lager
hawser_bend,plaintiff
pedodontist,Jungian_psychology
reaction-propulsion_engine,labor_agreement
safety_blitz,aesthesis
Lars_Onsager,family_Ophioglossaceae
keratosis_pilaris,Grant
order_Equisetales,epic_poem
GATT,budding
Pressburg,Allium_cepa_viviparum
Left_Bank,Tom_Collins
abbreviator,paroquet
lockout,Spergularia
purifier,wash-and-wear
Republic_of_Ecuador,exaltation
naming,pravastatin
discernment,letter
tap_dancing,Cathars
Zhou_dynasty,paisley
genus_Drepanis,polymath
Cornish_pasty,Mahican
cauldron,Chianti
Cichorium,Brachinus
coloradillo,apparition
endocranium,Vesey
neuter,Commonwealth_of_Dominica
ABB,alkylbenzene
western_pipistrel,ceresin
bottle_tree,run-on_sentence
family_Gigartinaceae,entente_cordiale
asparaginase,rutile
genus_Pitta,bloomer
fifty,fairy-slipper
mass_production,whisky_neat
Nazimova,Will_Durant
Sol,bastnasite
allegoriser,Israel_Strassberg
snowdrop_windflower,walleyed_pike
Al_Qahira,genus_Sceliphron
melanocyte,internal_organ
Pieris_rapae,direct_examination
co-respondent,purple_fringeless_orchis
orderliness,genus_Sium
polymath,Order_of_the_Purple_Heart
mainstream,elapid_snake
influential_person,commercial_instrument
khat,folk_song
crew_neckline,Revolutionary_People's_Struggle
ground_swell,Balto-Slavonic
dwarf_chinkapin_oak,luxury
barbette,shoe_polish
Cabbalah,Gerris_lacustris
van_Beethoven,bust
seal_limbs,panzer
chin,Josef_Albers
blue_racer,Kropotkin
Henri_Labrouste,moo-cow
JI,tranquillity
calcium_carbide,pea_flour
hireling,mountain_oak
precursor,drawknife
adjutant,shoemaker's_last
face-off,squanderer
adult_male,opah
place-kicking,law_of_constant_proportion
European_bean,genus_Aplectrum
moviegoer,Born
lucerne,elocution
biquadratic_polynomial,Anasa
piping_plover,Silene_vulgaris
coal-tar_creosote,Benedictine_order
petitioner,lounging_pyjama
Lewis_and_Clark_Expedition,diflunisal
idolization,Oryctolagus
cineraria,importer
reduction_gear,regulatory_agency
chamberpot,genus_Piqueria
Columbiformes,nandu
genus_Macadamia,Flexeril
great_power,Salafi_movement
mass_spectrum,Kochia
wassail,outback
hydrosphere,truster
pudginess,Greece
Norman_Mailer,tall_bilberry
tinker's_damn,bride
Calochortus_albus,Taskent
rock_garden,gender_agreement
systema_nervosum,hemothorax
extrauterine_gestation,turbulency
duckboard,divine_right_of_kings
arthroscopy,genus_Leptopteris
rijstaffel,flameflower
harvest_time,effeminacy
voting_age,Bignonia_capreolata
toilet_water,snippet
birthwort_family,fluoroboric_acid
washables,colouring
Francois_Rene_Chateaubriand,Asian_horseshoe_crab
Chinese_goose,prevue
General_Custer,Nuptse
Blatta,pudendal_artery
Magritte,conservation_of_mass
ruler,Madeira_Islands
spot,dichromia
Girl_Scouts,valvulitis
tympanic_vein,Brahmaputra
motive,Paxto
metallized_dye,redeye
sulfanilamide,Dharma
on_tour,stock_room
sunchoke,mangosteen_tree
net_ball,greaser
black_crappie,Eugenia_caryophyllatum
giant_granadilla,catafalque
electromagnetic_intrusion,mineralogist
fluorosis,molecular_biology
sodium_pyrophosphate,Ovis_ammon
crematory,editor_program
backdown,butanoic_acid
methotrexate,cone_shape
Levant_morocco,den
blastodisc,hemlock_water_dropwort
tantaliser,western_hemlock
atomic_number_45,crown_gall
Bright's_disease,family_Salmonidae
family_Graminaceae,Picea_breweriana
Chartreuse,Steve_Martin
genus_Chamaedaphne,barrage_balloon
Katmai_National_Park,gallinule
genus_Fusanus,chemical_phenomenon
sunberry,unhelpfulness
antiberiberi_factor,camosh
chador,Speaker
genus_Ligularia,caproic_acid
Ni,Oligoporus_leucospongia
rhizopus,epicarp
fustian,ague_root
paint_roller,heebie-jeebies
sound,marbling
latchkey_child,gentility
heath_hen,Marilyn_Horne
ligament,acne_rosacea
solidifying,genus_Anomalopteryx
labour_party,musk
Urban_II,Magyar
knuckles,cypher
aerodrome,acme
Lathyrus_hirsutus,Office_of_Management_and_Budget
eardrum,vena_vesicalis
futility,Eriobotrya_japonica
residue,Ageratum_houstonianum
night-stop,fellatio
cafe_au_lait,glass_cutter
hemolysin,p-n_junction
cayuse,cassette_tape
Amphiprion,electronic_computer
stay-at-home,miniature_fan_palm
rattlesnake_plantain,conjury
genus_Acarus,longbowman
polony,typewriter_ribbon
ball_of_fire,clericalist
Muhammadan_calendar,bleeder
pyrotechny,grapheme
Ruminantia,Dow_Jones
chub,picture_gallery
Kazan,yellow_oak
Crotalaria_spectabilis,whale_oil
fire_station,Sir_Alfred_Charles_Bernard_Lovell
business_cycle,Japanese_beetle
squamule,Astaire
urchin,stepdaughter
apostolic_delegate,septuagenarian
genus_Gymnelis,tenor_saxophonist
embrace,grate
cubeb_vine,closure_by_compartment
stairhead,releasing_hormone
Namib_Desert,negative
Fujiyama,castaway
anathema,Solomon_Hurok
nasal_bone,water_shrew
birdcall,executability
cackler,ripcord
Tyndall,Catasetum_macrocarpum
cecal_appendage,swipe
Marston_Moor,scale_moss
Clyde,genus_Luscinia
Acanthocereus_tetragonus,oceanic_bird
sick_benefit,prefrontal_leukotomy
Gulf_of_Tehuantepec,Tyler
demesne,sloop
Nuphar_advena,incidental_music
erythrolysin,greenweed
leadplant,amplitude_modulation
Nelumbonaceae,Gardenia_jasminoides
snake's_head_fritillary,Lagomorpha
playroom,genus_Turnix
cat_cracker,switchman
latchkey_child,Celosia_cristata
gas_system,degrader
haggis,counting
high-protein_diet,gip
divine,turnkey
bodkin,Rhyacotriton_olympicus
Cardamine,chalcedony
screech_owl,chloride
adiposeness,family_Callithricidae
hotfoot,sabbat
Enderby_Land,muscadel
sweetbreads,barndoor_skate
Mithraicism,widening
curling_iron,swordfish
Bradford,genus_Argusianus
ravigote,gunboat_diplomacy
CRO,security_consultant
Sir_John_Gielgud,Artemisia_vulgaris
order_Gruiformes,illegal_possession
dodecanoic_acid,Dubyuh
US_Senate,adjutant_general
genus_Plumeria,publiciser
humanities,swung_dash
Townsend,peptide_linkage
native_land,creole
sandbox,primary_feather
interfacial_tension,foreign_direct_investment
toper's_nose,titanosaurian
Corallorhiza_trifida,Saratoga_Springs
amoeba,international_law
wild_raspberry,manservant
free_people,centre_of_buoyancy
weatherliness,gender_role
world_organisation,Numidinae
ampere-hour,chestnut_blight
windflower,landslip
brigadier_general,giant_sunflower
geometric_pace,pons_Varolii
sewer_water,Haiti
morphine,cembra_nut_tree
mason,medium_frequency
brown_rice,propagation
subfamily_Merginae,Asilidae
Lorenzo_de'Medici,Ostreidae
Azerbajdzhan_Republic,Mar
technical,skybox
idiom,family_Atherinidae
Chartres_Cathedral,genus_Cattleya
neurotic,present_participle
registered_nurse,Centropomidae
tavern,Decapterus
cracker_crumbs,family_Hydrobatidae
Lotus,Sean_O'Casey
open-angle_glaucoma,Colorado_River
waxwing,genus_Calluna
clean_and_jerk,payload
tympanic_membrane,Great_Wall_of_China
toy_dog,absurdity
angioedema,windowpane_oyster
genus_Sisyrinchium,typing_pool
chinning_bar,primary_coil
Mariehamn,Larvacea
despising,coal_tar
boloney,manic-depressive_psychosis
epsilon,Ebonics
Cicadellidae,monody
Yule_log,garden_chair
hauteur,houseroom
Ernst_Werner_von_Siemens,Tevere
chipping,Salix_babylonica
trichobezoar,Lyallpur
genus_Pterocnemia,wedding_guest
no-win_situation,ethyl_group
straw_hat,genus_Uropsilus
order_Diapensiales,pectoralis_major
Tupi,office_block
formication,goldbricking
importunity,Indochina
stump_speech,antiviral
induced_abortion,music_school
salute,Danish_capital
fair_ball,wallpaperer
whole,mineral_extraction
family_Heteromyidae,rust_inhibitor
newt,arterial_plaque
Carolingian,Cestum
gas_oven,Tlingit
bitumastic,assizes
anglerfish,Nepenthes
stalk,two-spotted_ladybug
family_Compositae,Cyclosorus
XYY,window_glass
nut_and_bolt,factor_VIII
Lythraceae,channel_catfish
genus_Besseya,palm_family
miscarriage,syncopation
horsewoman,crepe_marocain
Jamaat_ul-Fuqra,cosmetic_surgery
enhancer,Sierra_Leonean
ira,genus_Aythya
chalcocite,intermarriage
apologue,out-of-doors
mother's_son,Elvis_Aron_Presley
Mombasa,airbrush
e-commerce,amitriptyline_hydrochloride
banqueting,necessary
sticktight_flea,parlor
lactation,pillow
plant_organ,pianoforte
Aloys_Senefelder,pilewort
mum,metempsychosis
pyrophobia,Cycas_circinalis
clover-root,Indian_chief
coastland,silver-bell_tree
IE,recap
percussionist,Cimex_lectularius
Nyctimene,bur_reed
fines_herbes,federalist
manufacture,estradiol_patch
Brythonic,ethanol
Krypterophaneron,screaming
stagnancy,Lafora's_disease
killdeer_plover,whaling_gun
Arabian_jasmine,toilet_seat
Bloch,benzoyl_radical
ornithopter,piezoelectric_crystal
Second_Adventism,arthropod_family
customhouse,metrical_foot
MP,yellow_twining_snapdragon
First_Earl_Kitchener_of_Khartoum,green_bristlegrass
pine-barren_sandwort,century_plant
Mithridates,magnesium_hydroxide
faller,OAS
fern_genus,reasoning_by_elimination
Prunus_mume,Holbein_the_Younger
genus_Sphecius,genus_Tetrao
nontricyclic_antidepressant,metrication
heat,massager
prologue,family_Erysiphaceae
slowdown,ice_plant
Guinea,devilry
rogue_state,creatine_phosphoric_acid
Darwinism,Lilium_philadelphicum
tidy_sum,senator
sulphur_oxide,rock_salmon
reproducibility,false_vampire_bat
business_concern,conscription
yellow_bachelor's_button,rugel's_plantain
luna_moth,Pseudotsuga
Odobenidae,creator
bine,disunion
puppeteer,sulfur_dioxide
rock_partridge,disillusionment
Burgoyne,aftersensation
lb,phensuximide
staplegun,Gasterophilus_intestinalis
Hermann_von_Helmholtz,dysphemism
limning,action
erosion,canto
hippocampus,spare
saddle_soap,achromasia
hassium,unavoidable_casualty
accent,microelectronics
sheep's_fescue,eclat
29,low-calorie_diet
paperbark_birch,great_lobelia
square_foot,chin_strap
Okenfuss,arteria_hepatica
lithiasis,target_cell
Allium_porrum,genus_Phacelia
pact,Carbondale
family_Crotalidae,Khama
thunder_snake,Presbytes
earth_almond,Artemisia_cana
vanilla_bean,cosmopolite
butterfly_fish,accordionist
gumbo_soil,foramen_of_Monro
holding_pen,sundog
talker,liquidation
tank_farming,arteria_carotis
virginal_membrane,primitive_art
banking,Hall_of_Fame
specialness,andelmin
mugging,matriculate
armourer,acridid
high_table,judge
national_censorship,jacaranda
ground-shaker,ethical_drug
hemodynamics,rick
bewilderment,order_Dinoflagellata
abdicator,ligneous_plant
arrester,dolichocephalic
adrenosterone,muscle_tone
work_papers,Teutonist
primrose_path,climbing_corydalis
nacre,Maeterlinck
airiness,US_Postal_Inspection_Service
tree_mallow,Bird_Parker
migrant,Opuntia_tuna
brass_family,hypnosis
dichloride,Carduus_nutans
flower_gardening,Firth
positioner,marine_turtle
breakability,fortnight
Caroline_Islands,radio-frequency_spectrum
Limacidae,clinical_trial
suborder_Megachiroptera,fishpond
family_Helodermatidae,inaudibleness
Campanula_glomerata,road_mender
refulgence,St._Bruno
programmed_cell_death,cricket_match
spitting_image,spermatogenesis
Lobito,correspondent
family_Sarcoscyphaceae,covered_bridge
genus_Eriodictyon,captainship
Eutamias,timpani
Estates_General,minah
gorgonian,franchise
committal,Sanskrit
kleptomaniac,vividness
Marianas,coiffeuse
Plevna,whisky_on_the_rocks
West-sider,akee
Poa_nemoralis,orology
President_Abraham_Lincoln,anxiety_neurosis
pecopteris,sheep_tick
Kedah,bailiwick
anestrus,ibn-Sina
Aythya_americana,kumquat_tree
pride_of_Bolivia,burnouse
ice_show,Garfield
cutaway,juggling
viscid_mushroom,disarrangement
gaud,pedunculate_oak
atomic_number_113,fluorocarbon_plastic
PLO,family_Phalacrocoracidae
Nero,broom-weed
sixteenth_note,Digitaria_ischaemum
Thurber,sucralfate
homing_device,self-insurance
moxie_plum,arguer
chemical_balance,greater_peritoneal_sac
graven_image,Hrolf
eisegesis,otherness
malar_bone,freeze
Hypsiglena_torquata,pillow_fight
absolution,Gianni_Versace
proto-oncogene,Collembola
Uuh,plica
Margaret_Hilda_Thatcher,Pinicola_enucleator
treponema,Brachychiton_australis
Zigadenus_nuttalli,insurgent
subclass_Homobasidiomycetes,fuji
muramidase,pale_ale
councillor,cliff_swallow
peasanthood,sugar-bush
Bunche,Doppler_radar
symphysis,Principality_of_Liechtenstein
Pinus_ponderosa,medical_assistant
subdivision_Ascomycota,drowse
weaverbird,government_activity
capital_of_Azerbaijan,cargo_deck
rapid_climb,chiaroscuro
sun_deck,educatee
genus_Chimaera,Vaccinium_ashei
swimming_kick,membrane_bone
bigwig,rijstaffel
hordeolum,woe
malheur_wire_lettuce,missile
joystick,Cornell
fair_hearing,scanty
goodby,wild_indigo
marsupial_mole,stochastic_variable
diagnostics,Pocatello
beef_broth,CD8_cell
genus_Venus,Trionychidae
face_lift,outercourse
pricing,wink
gasbag,busyness
photo-offset_printing,monkey_jacket
ricksha,phoenicophorium
order_Neuroptera,interconnectedness
dromaeosaur,Francis_Ford_Coppola
order_Therapsida,Phoenician
Jakob_Ludwig_Felix_Mendelssohn-Bartholdy,Rigil
fashion_designer,Donatism
Carthage,Calnada_pea
venous_blood,Ivor_Armstrong_Richards
bye,Brix_scale
hasheesh,AWOL
pinky,mid-March
freedom_from_search_and_seizure,swan-flower
cinematography,knuckle
Melastoma,stemless_hymenoxys
genus_Brasenia,fire_warden
butyl_nitrite,digestive_tube
thought_process,toy_poodle
cherimolla,parallelopiped
genus_Mycobacterium,jumping_bean
deer_hunt,roundworm
Lysimachia_ciliatum,facelift
Brutus,barbecue_sauce
Paleo-American_culture,hollygrape
family_Pseudomonodaceae,giant_hornet
photographic_plate,gesso
Cyclopterus,depredation
plaice,phon
Bakersfield,toe-in
Oncidium_papilio,Tuatha_De
Fossa,burnet_bloodwort
cash_price,betaine
Mayenne,wedding_chest
honorarium,Madagascan
Gerard_Peter_Kuiper,rubella
fatty,genus_Pleuronectes
intravenous_pyelography,intercom
forensic_pathology,visual_modality
combining,capital_of_Kuwait
spareness,genus_Riparia
musicality,high_roller
concertinist,goral
Hoffa,counterbattery_fire
dead_centre,steering_linkage
elimination_tournament,Manhattan_Project
sweet_potato_vine,white_titi
finnan_haddock,forerunner
focalization,Adenium_multiflorum
man-made_lake,Grigori_Potemkin
fustian,Chrysanthemum_coronarium_spatiosum
scuff,Brahmi
James_Earl_Carter_Jr.,Gymnocladus
Brunfelsia,genus_Quassia
theory_of_indicators,clip_lead
Equus_caballus_gomelini,stream_of_consciousness
drool,Sporobolus_poiretii
First_Earl_Wavell,American_dog_tick
zany,obstacle_race
vitrine,flowering_tree
Scotswoman,mho
Krebs_citric_acid_cycle,money_dealer
informed_consent,Rhus_diversiloba
Aster_novae-angliae,Cowpens
operoseness,auriculare
family_Enterobacteriaceae,army_tank
Burgess,Gateway_to_the_West
suasion,Laurence_Sterne
dogsled,lymphoblast
alpine_goldenrod,backpacker
fingering,fern
grandness,John_Cash
water_cart,hemimorphite
read-only_memory,Republic_of_Botswana
Pinus_parryana,fly_agaric
apothecary,quadruped
Saturnalia,natural_enclosure
water_project,thieving
Ted_Williams,genus_Alauda
cards,Criminal_Investigation_Command
tax-increase,cubic_content_unit
surfboard,hatch
white_seabass,Abronia
trembling,Hakham
HAZMAT,Basil_the_Great
industriousness,atomic_number_21
columbian_mammoth,Crick
watchword,mamey
New_York_City,Faeroes
Prionotus_carolinus,Donald_Barthelme
genus_Malaxis,genus_Lardizabala
sheikdom,Godhead
foldout,Vinca
martinet,embracing
Sumer,Guinea_worm
vernier,board_of_directors
absorbate,Rejoicing_in_the_Law
cellular_division,gentile
hunt_club,sutura
middleweight,combat_ship
octane_rating,mining_company
tank_engine,Mexican_cypress
Conepatus,swim
Indian_breadroot,Marquesas_Islands
paleogeology,abridger
dilapidation,North_Dakota
Uruguay_River,poke_bonnet
strain_gauge,piste
Glinka,teaser
genus_Carphophis,class_Cycadopsida
Podocarpus_nivalis,bearded_iris
heal_all,Acanthocybium
Tiberius_Claudius_Drusus_Nero_Germanicus,yokel
fuschia,genus_Pedionomus
labor_party,genus_Onopordum
Dipteryx,genus_Tylenchus
bullshot,pie-dog
abelia,conscience_money
family_Rhinobatidae,mechanized_cavalry
Burmeisteria,incurrence
sphincter,extemporisation
pars_intermedia,upper_bound
ice-cream_float,placebo
Rutledge,supererogation
attrition_rate,hydrant
cucumber_tree,push-button_radio
forced_sale,lower_status
letter_of_marque,canicola_fever
sales_talk,seamster
Guinea_worm,Jim_Corbett
big_shot,genus_Myriophyllum
double_creme,futility
Rhincodontidae,Pyrrhula
para_I,free_fall
Portunus_puber,coupon_bond
vers_libre,cataract
periapsis,charley-horse
J._P._Morgan,permanent_injunction
golden_fig,square_dance
bootleg,George_Westinghouse
diaphoresis,Narcissus_jonquilla
sheen,Blok
mull,Pyotr_Ilych_Tchaikovsky
cannabis,open_frame
Maja_squinado,instantaneous_sound_pressure
pilosity,opposer
photogravure,wristband
Xylomelum,moorland
Benday_process,Palm_Beach
odd-toed_ungulate,chassis
Erysimum_asperum,nonfluent_aphasia
religion,shiftlessness
genus_Conium,Frank_Cooper
genus_Buphthalmum,striatum
crepe_gardenia,undercover_work
pun,TCP
five-star_admiral,rescue_equipment
aculea,mercurial_ointment
amplexicaul_leaf,cryoanaesthesia
shoo-in,valvula
incline,family_Charadriidae
chestnut_blight,Paleozoic_era
sebaceous_follicle,United_Kingdom
quail,postillion
Japanese_chestnut,cottonseed_cake
oat_cell_carcinoma,buttonhole
Lydia,typhus
jade,Charina
Citrus_limonia,A_horizon
gamba,Potos_flavus
Psilophytaceae,tit-tat-toe
Emile_Zola,Roy_Orbison
Drew,judicial_review
milometer,Cercidium_floridum
lumbar_nerve,genus_Scilla
centimetre,fresher
bell_seat,pichiciego
Gyps_fulvus,tax_lien
alizarin_red,inclusion_body_myositis
devil's_walking_stick,atomic_number_59
mugo_pine,Stinger
arthrogram,agave_family
Mahabharata,chromatic_colour
pork_sausage,graylag
Amorpha_fruticosa,Larix_siberica
European_field_elm,amphibian_genus
distillment,order_Octopoda
out-and-outer,wagon-lit
peppermint,Rushmore
Hell,genus_Polybotrya
term_of_enlistment,Cathay
Gulf_of_Bothnia,flunitrazepan
family_Caryocaraceae,Myrmeleontidae
Bristol_Channel,bride_price
bloodguilt,Erithacus_svecicus
oscine,North_American_nation
wiriness,class_Monocotyledonae
cease,vapour_lock
histocompatibility,Wolf
Christian_Bible,laughing_jackass
sea_serpent,Lessing
Cardinal_Richelieu,conditionality
market_research,genus_Gasterophilus
genus_Coriandrum,Marineland
BVD's,mobilization
Maeandra,Yekaterinoslav
11-plus,gentleman's-cane
Morrison_Waite,Lepidochelys_olivacea
Qara_Qum,pentatone
Encyclia_citrina,hymeneals
brutality,charm_campaign
Sanvitalia,genus_Microsorium
station_keeper,physicalness
apparel,arthroscopy
handgun,plum_pudding
Tweedledee_and_Tweedledum,diet
OPEC,cos
behaviour,Botox
reversionary_annuity,lapdog
sebaceous_follicle,interlingual_rendition
W._C._Handy,simper
tandem_bicycle,jumbie_bead
Polypedates,light_minute
lead_colic,Old_Church_Slavic
square-rigger,Bull_Moose_Party
instinctive_reflex,sabin
arteria,Cestida
West_Chadic,immersion
swine,Cayuga
Sticherus_flabellatus,yellow_lady-slipper
plain_flour,hautboy
broadaxe,genus_Silphium
consecration,leasehold
social_season,Comandra
controlled_substance,stadium
red_birch,daisybush
stretching,family_Alcedinidae
shellbark_hickory,impulsion
genus_Clathrus,genus_Pecten
unilateral_descent,pyromorphite
Benghazi,IA
Dialeurodes_citri,overseas_cap
tympanitis,splintering
genus_Melicocca,Kepler
FLNC,sterculia_gum
frame_of_reference,plantation_owner
merino,self-renewal
John_Joseph_McGraw,Idria_columnaris
distinctiveness,Hazlitt
Phoenician,fermi
pocketed_freetail_bat,haricots_verts
noseband,zigzag
Totten_trust,summons
mid-thirties,aplomb
Nonconformist,perfumer
bun-fight,Centaurea_americana
European_Russia,Lashkar-e-Omar
variety_meat,khimar
apologist,pumping_station
XXY,Byelorussia
dollar_volume,op_art
Viverricula_indica,fine_spray
conic_section,genus_Dendrobium
vena_perforantis,Cape_May
renegade_state,disk_drive
American_Baptist_Convention,mm_Hg
boutique,choc-ice
Bacteroides,clearstory
kabbala,hue_and_cry
morsel,Harpullia_cupanioides
gorge,sand_reed
true_pepper,cerebral_mantle
pixie,Cupressus_guadalupensis
market_analyst,hiatus
spirits_of_wine,Sambucus_ebulus
genus_Charronia,lyrate_leaf
retinal_scanning,genus_Momordica
Luis_Bunuel,Buchner
disseminated_multiple_sclerosis,OR
flash_point,Wharton
glutamic_oxaloacetic_transaminase,sortie
daredeviltry,maisonnette
parasympathetic_nervous_system,common_iliac_vein
vibrion,lepidopterologist
Liturgy,fast_track
Mike_Tyson,soybean_future
Faeroese,lipoidaemia
first_blush,jog
portable,cyclostyle
capital_of_Gambia,Cladorhyncus_leucocephalum
slice_bar,Pseudopleuronectes
Libreville,authorized_shares
Platalea_leucorodia,arsenous_anhydride
Lappula,Persian_lilac
genteelness,white_squire
arteria_metatarsea,Paternoster
visual_sense,Pediculus_humanus
sapphire_berry,green_June_beetle
bowdlerization,Tutu
jail,Donetsk
Kentucky_wonder_bean,Rhus_rhodanthema
comic,raptorial_bird
Sri_Lanka_rupee,Marmota
griffon_vulture,Madeira_sponge
hunt,cadence
Strekelia,Sumner
class_Mastigophora,family_Proteidae
canyon_treefrog,wedge
nucleole,August_1
Stradivarius,degree_day
auction_sale,penguin
activating_agent,Joliet
Python_reticulatus,Crambe
Arauca,juneberry_holly
keyboard_instrument,white_turnip
Cymric,estaminet
reconnaissance_vehicle,transferred_property
Upper_Carboniferous_period,scotoma
telephone_book,PET
English_elm,Wodan
nebular_hypothesis,trochanter
genus_Leucocytozoon,Allium_ampeloprasum
bell-shaped_curve,corporation_law
Blenniidae,lamprey
Calixtus_II,judgment_lien
savoury,Sarazen
Arabian_Desert,O._Henry
parliamentary_law,Caesalpinia_bonducella
neurosyphilis,false_name
enlisted_woman,Myrtaceae
Chevalier_de_Lamarck,tittivation
double_talk,lecturer
Hebrew_lesson,mourner
standard_time,Salah_al-Din_Battalions
genus_Amphicarpa,stress_fracture
gross_anatomy,towel_rack
Ciudad_Bolivar,vernal_equinox
military_music,make
siege_of_Orleans,alpha-naphthol
elevator_car,strain
Bevin,bindweed
hardheartedness,Aetobatus
Glareolidae,Canton_crepe
dyer's_woad,HF
Pedaliaceae,regulatory_gene
family_Hylobatidae,cytokine
Thorstein_Veblen,stoop
Joachim,podsol_soil
contemporaneousness,stratified_language
saleroom,Arabidopsis_thaliana
Benelux,raphia
jihad,dragon's_head
Chinese_parasol,stock_room
Michelangelo,Carnivora
doomed,boss
genus_Myrtus,clinical_psychology
steppe,Lamellicornia
family_Lanthanotidae,insurance_policy
perambulator,docking
frontal_gyrus,genus_Cryptobranchus
genus_Polypodium,biting_midge
Edward_Appleton,tyrant_flycatcher
chernozemic_soil,genus_Hordeum
flaxseed_oil,Lithuania
retirement,switchblade_knife
tapering,Zhukov
cockleburr,broken_home
beanstalk,Puebla
meticulousness,Konrad_von_Gesner
traditionalist,Maxfield_Frederick_Parrish
single-propeller_plane,cramp_iron
George_Frideric_Handel,peppermint_gum
judge_advocate_general,masked_ball
gandy_dancer,Ibsen
pargeting,bathroom
prickteaser,trephine
falanga,descensus
pteridologist,R.I.
POW,crosspiece
